language,longitude,latitude
Kolyma Yukagir,150.83,65.75
Gamilaraay,149.5,-29.83
Tsakhur,47.17,41.67
Komo 2,26.5,-0.25
Lebaa,18.0,-3.0
Basay,121.4,24.3
San Pedro Ixcatlan,-96.58,18.17
Wampar 2,146.67,-6.75
Basan,5.67,4.92
Assan,94.0,55.0
Churahi,76.12,32.55
Basaa,10.5,3.92
M40temba,30.0,-10.0
Mansaka 2,126.17,7.0
Long Terawan Berawan,114.65,3.95
Tunia,18.17,9.42
Pasarwajo,122.75,-5.55
Elung,9.83,5.05
Kalispel Pend Doreille,-117.0,48.0
Mantauran Rukai,120.83,22.83
Emiliano Reggiano,11.58,44.35
H42 Hungana 4,18.42,-3.67
Karekare,10.75,11.6
Dzeke Dibole,17.25,1.08
Marityaben,129.83,-13.92
Yunlong Bai,99.37,25.89
Serua,129.0,-3.25
Old Mon,100.5,14.83
Wamas,145.54,-4.97
Dafang,105.6,27.15
Torricelli,142.58,-3.42
Lotf Abad Khorasani,59.33,37.52
Anii,1.75,9.25
Taora,119.08,-3.08
Cuna,-77.33,8.0
Anib,8.25,9.5
Cung,10.42,6.58
Kickapoo,-100.64,28.49
Sumo,142.0,-3.17
Proto Puyuma,121.0,22.61
Havasupai,-112.5,35.75
Totonac Tejeria,-97.88,20.52
Eryuan Bai,99.95,26.11
Hinukh,46.0,42.17
Lewo Nul,168.32,-16.69
Gedeo 2,38.38,6.35
Kafoa,124.42,-8.33
Paha,104.75,24.4
Fama,30.0,10.5
Vatrata,167.42,-13.75
Bepour,145.46,-4.58
Gimi,145.5,-6.63
Yareba,148.5,-9.5
Yogli,96.42,27.5
Kamang 2,124.83,-8.25
Shimsal Wakhi,72.0,36.5
Shilluk 2,31.75,9.67
Mosina Vetumboso,167.47,-13.94
Laliu Mak,107.9,25.4
Mbembe,8.42,6.08
Kaladdarsch,138.5,-8.0
Northern Cakchiquel Tecpan,-90.99,14.76
Miyako,125.0,24.67
Gwagwa,8.08,8.67
Molala,-122.5,44.5
Axamb Avok,167.75,-16.5
Tagbu,27.0,4.0
Pitkern,-144.95,-19.9
Chiapas Zoque,-93.25,17.0
Awabakal,151.29,-32.9
Pahari Potwari,73.39,33.9
Maiwa,149.25,-9.67
Lamalama Coastal,144.17,-14.5
Sokoro,17.67,11.5
Central Aymara,-69.0,-17.0
Shi Bai,99.38,25.88
Tsogo,11.33,-1.5
Ewen,130.0,68.0
Laadi 1,15.0,-4.0
Kichee Aldea Argueta Solola,-91.5,14.78
Proto Austronesian 2,-124.5,-9.67
Proto Austronesian 3,150.0,-5.0
Munjani,71.11,38.39
Bontoc Guinaang,120.92,17.08
Zacatepec Chatino,-97.33,16.17
A51 Bafia Zakaan,11.2,5.1
Kemberano Weriagar,133.0,-2.17
Palaung Unnamedinsource,96.67,23.0
Yindjibarndi,117.92,-21.75
Gula Mere,22.5,9.5
Thong Boi,106.0,-2.25
Santa Maria Quiegolani Zapotec,-96.08,16.17
Gade,7.42,8.67
Suri Chai,35.33,5.33
Angiyakmin Faiwol,141.67,-5.5
Larevat,167.35,-16.15
Bole,11.25,11.33
Otomaco,-68.0,7.0
Kamba Kenya,38.0,-1.5
Salka,6.05,8.15
Baluan Pam,147.33,-2.5
Rade,108.5,13.0
Avbianwu,6.5,7.25
Jaqaru 2,-76.0,-13.0
Southern Catanduanes,124.25,13.67
Kerinci,101.25,-1.75
Camus,36.08,0.52
Keaka,8.67,5.42
Ankave 2,145.75,-7.17
Gaviao Do Para,-49.0,-4.75
Giman,128.25,-0.67
Arop Lokep,147.01,-5.33
Northern Paiute Bannock,-117.62,41.97
Quichua Canyar,-78.92,-2.54
Haininh Mien,106.31,20.55
Ngarinman Bilinara,131.67,-16.0
Wersing,125.12,-8.25
Pho Bang Gelao,105.19,23.25
Basque,-3.0,43.0
Tidore,127.5,0.75
Marubo,-72.5,-7.5
Itanga Bomitaba,17.5,1.67
H166 Kongo Manyanga,15.0,-5.0
Thompson,-121.75,49.75
Nggae Ghari,159.75,-9.5
Biyue,102.5,23.0
Bu Nigeria,8.42,9.08
Pishin Pashto,67.0,30.6
Skikun Atayal,121.33,24.5
Mape 2,147.39,-6.32
Sukwa,33.2,-9.3
Paez 2,-76.0,2.67
Baimak,145.61,-5.18
Tainae,145.67,-7.42
Lawangan,116.0,-2.0
Wipi Wipim,143.08,-8.75
Kamba,145.73,-5.16
K15 Mbunda 2,22.33,-14.5
K15 Mbunda 1,22.33,-14.5
Dogon Donno So,-3.5,14.3
Aka,33.83,11.17
Ake,8.75,8.58
Kam Ka Ke,21.0,-31.0
Bisaya Brunei,114.33,4.6
Tiwa,92.32,26.22
Awa 2,145.75,-6.67
Onjob,149.08,-9.33
Nahuatl Mecayapan,-94.82,18.22
Judu Gelao,105.07,23.02
Quapaw,-94.42,36.17
Libido,38.42,8.0
Samo,142.25,-6.17
Tapiete,-61.67,-19.75
Dinka Northwestern,29.0,9.67
Eighteenth Century Ket,87.0,64.0
Mandarin,110.0,34.0
J321 Kisa,34.5,0.3
Huitoto Nupode,-71.0,-2.42
Puluwatese,149.3,7.33
Swahili 2,39.0,-6.5
Enya,25.25,-0.5
Fula,-14.0,15.0
Waru Lalomerui,121.83,-3.08
Yiwom,9.78,9.0
Karon,-16.75,12.83
Karok,-123.0,41.67
Batek Deq,102.5,3.75
Central Masela,129.83,-8.17
Zapotec Mixtepec,-96.33,16.33
Piraha,-62.0,-7.0
Kunggari,143.25,-24.25
Nzadi 2,19.5,-4.33
Nzadi 1,19.5,-4.33
Tonga Africa,35.17,-24.0
Kaxuyana,-57.5,0.0
Embaloh,112.3,1.17
Mekwei Wabron,140.33,-2.5
Mayogo,28.17,3.17
Gikuyu,36.75,-0.75
Hausa 3,7.0,12.0
Ponam,146.92,-1.83
Tewa Arizona,-110.42,35.83
Harari,42.17,9.25
Pila,145.1,-4.37
Pongu 2,6.33,10.08
Moro,30.17,11.0
Tzutujil Santiago Atitlan,-91.23,14.63
Iresim,135.0,-3.5
Totonac Ozelonacaxtla,-97.62,20.07
More,-63.17,-13.43
Guamo,-69.5,8.0
Nahuatl Hueyati Yahualica,-98.4,20.93
Silopi,145.58,-5.11
Mamanwa,125.5,9.42
Sawai Unnamedinsource,128.0,0.5
Tayap,144.5,-4.08
Adzera,146.25,-6.25
Kemberano,133.0,-2.17
Deang,96.67,22.67
Gwi,21.75,-22.67
Tulehu,128.3,-3.5
Langalanga,160.67,-8.83
Mali,152.25,-4.83
Paama Laul,168.27,-16.71
Apalai,-54.0,0.0
Kitanemuk,-118.68,34.89
Boma Nord,23.17,3.58
Beja,36.0,18.0
Iyaa,13.2,-3.5
Xeta,-52.0,-26.0
Quechua Yauyos Lincha,-75.67,-12.8
Besme,16.08,9.58
Pandikeri,31.5,3.25
Nengaya,146.92,-6.0
Nateni,1.17,10.5
Bendeghe,8.67,5.42
Pero 2,11.0,9.58
Tomadino,122.0,-2.67
Sanga,8.85,10.42
Kom Mbizinaku,10.33,6.25
Tharaka,38.0,-0.08
Cineni,13.78,11.1
Burarra,134.58,-12.25
Tangma Dani,138.42,-4.42
Demisa,136.75,-2.58
Gitxsan,-127.75,55.33
Yakaikeke,150.0,-10.08
Ghari,159.75,-9.5
Modele,10.0,6.33
Malagasy Plateau Sihanaka Ambatondrazaka,48.42,-17.87
Selkup,82.0,65.0
Taikat,140.75,-2.92
Tetela,24.0,-4.0
Ottawa,-82.67,42.83
Mpuono,19.33,-5.17
Munit,145.54,-5.24
Volapuk,9.1,47.43
Nyambeengge 1,-3.75,14.5
Amis Nataoran,121.5,24.0
Izora,8.75,10.42
Paama Faulili,168.35,-16.52
Romagnol Ravennate,11.72,44.23
Nuk,146.88,-6.41
Polonombauk,167.16,-15.51
Komba,147.25,-6.17
Kangiryuarmiutun,-117.46,70.74
Kawacha,146.25,-7.0
Squliq Atayal,121.33,24.5
Kajtak Dargi,47.8,42.1
Kibiri,144.33,-7.42
Chitimacha,-91.0,29.67
Parakana,-50.0,-4.75
Proto Lampung,104.95,-5.45
Ndom 2,138.17,-7.92
Pinyin,10.08,5.82
Secoya 2,-76.0,-0.33
Chiroro,29.42,11.0
Mararba,135.5,-12.25
Vute Mbanjo,12.17,5.17
Longmen Bai,99.9,26.53
Ukawani Aboh Ndoni,6.42,5.83
North Marquesan,-140.08,-8.92
St Lucian Creole French,-60.98,13.87
Pungupungu,130.17,-13.17
Tehuelche,-68.0,-48.0
Ngandi,135.0,-13.83
Koryak,167.0,61.0
Huastec,-99.33,22.08
Djauan,133.25,-14.08
Omotik,35.5,-1.33
Boga,12.8,11.0
Boumai,144.92,-6.0
Sika,122.25,-8.7
Tsat,109.5,18.5
Buin,155.75,-6.75
Matanangnga,119.08,-3.08
Haruku,128.42,-3.5
Tatana,115.5,5.5
Wauyai,130.53,-0.47
Ngarla,119.5,-20.33
Kumauni,80.0,30.0
Arpitan,4.83,45.77
Bilaan Koronadal,125.0,6.17
Parachi,69.61,35.05
Salar 2,103.0,35.0
Hainan Minnan Chinese,110.34,20.04
Mae Orap,167.28,-15.97
Jo,-5.5,10.83
Manobo Sarangani,125.42,5.83
Yabong,146.23,-5.57
Kuranko,-11.25,9.33
Tarinding,119.33,-2.42
Ikibiri,5.67,4.92
Ampari Pa,-3.87,14.22
Demta Ambora,140.17,-2.33
Yogad,121.75,16.67
Bangubangu,28.0,-6.0
Nakai,140.58,-5.0
Motu Hiri,147.25,-9.43
Doura,147.0,-9.08
Proto Iu Mien,108.55,24.55
Chapursan Wakhi,72.0,36.5
Ngaanyatjarra,126.5,-26.0
Chibcha,-74.0,5.0
Buduma,14.05,13.05
Tai Lungming,108.0,24.0
Rao 2,144.5,-4.75
Papantla Totonac,-97.33,20.33
Pana,-3.33,13.25
Lewo Nikaura,168.22,-16.62
Warji,9.6,11.15
Pame De Paluca 1958,-99.3,21.05
Amatlan Zapotec,-96.58,16.18
Sekola Neira Banda,129.89,-4.52
Hote,146.92,-7.08
Mmala,11.1,4.55
Waritai,138.5,-3.25
Mazatlan De Flores,-96.92,18.0
Urningangg,133.17,-13.25
Huanuco,-76.24,-9.81
Xoon Masarwa,22.83,-19.35
Mortlockese,153.5,6.33
Pataxo,-39.33,-17.5
Adnyamathanha,139.5,-30.5
Mofu Gudur,14.0,10.5
Palue,121.75,-8.33
Barasano,-70.67,-0.17
Shina Guresi,74.0,36.0
Hildi,13.27,10.27
Mandahuaca,-66.83,1.75
Fas,141.67,-3.08
Aputai,126.5,-7.83
Rumsen,-122.0,37.0
Lwel Kilori,20.67,-5.0
Kundu,9.33,4.83
Mian,141.62,-4.9
Saraveka,-59.0,-17.0
Nisenan,-121.0,39.0
Ulwa,-84.5,13.0
Ilue,8.25,4.83
Bierebo Tavio,168.23,-16.67
Dilling,29.58,12.0
Capiznon,123.0,11.42
Tepehua Pisa Flores,-98.0,20.58
Qiliqiao Bai,100.18,25.64
Niupo Gelao,105.07,23.02
Ongota,37.33,5.33
Nselle,8.5,6.17
Yucuna 2,-71.0,-0.75
Nahuatl Acatlan,-99.17,17.67
Nubaca,11.1,4.25
Orochi,137.5,50.33
Balakot Hindko,73.35,34.55
Twi Asante,-1.58,6.61
Balear Catalan,2.65,39.57
Upper Inlet Tanaina,-154.0,59.96
Dashi Bai,100.22,26.31
Dzongkha,89.6,27.5
C36d Lingala 2,18.5,2.0
Pintupi,129.0,-23.0
Great Andamanese,92.74,11.67
Isthmus Zapotec,-95.0,16.42
Ong Be,110.0,19.0
Proto Kadai,105.52,22.12
Kwamera Yatukwey,169.47,-19.55
Southern Aranda,132.5,-24.0
Tiwa Northern Picuris,-105.5,36.5
Arapaho,-103.0,40.0
Dengebu,29.9,10.75
Allentiac,-68.1,-33.48
Parimankutinma,143.93,-14.5
Sheni,8.58,10.52
Shinassha 2,36.17,10.42
Chehalis Upper,-123.0,46.58
Etebi,8.0,4.75
Huastec Veracruz,-98.25,21.33
Holoholo,29.92,-5.17
Lillooet,-122.0,50.75
Samal,120.67,5.42
Korafe Yegha,149.3,-9.08
Ila,26.5,-15.58
Kobiana,-16.0,12.33
Iten,8.63,9.73
Aramaic Ancient,37.0,35.0
Northern Akhvakh,46.37,42.64
Samap,143.92,-3.67
Mehek,142.5,-3.75
Proto Tani,94.0,28.0
Ei Japanese,130.5,31.23
Tucano 2,-69.17,0.5
Payagua,-57.85,-25.69
Cayuga,-76.75,42.75
Andai,143.6,-4.9
Ahtna,-145.0,62.0
Nasioi,155.58,-6.33
Chilomwe,37.0,-15.67
Yale Kosarek,139.67,-4.17
Obolo,7.83,4.58
Yangulam,145.89,-5.5
Maadi,31.5,3.25
Wujiao Baima,104.22,33.0
Abua,6.69,4.91
Abun,132.5,-0.5
Tuyuca,-70.08,0.5
Abul,30.67,11.25
Mayrinax Atayal,121.33,24.5
Abui,124.58,-8.25
Ayutla Mixe,-96.07,17.02
Mooriori,-176.53,-44.0
Lakki Marwat Pashto,70.91,32.6
Tabla Unknown Dial,140.42,-2.45
Xianan Maonan,108.0,24.96
Numao Bunu,107.25,24.13
Manobo Western Bukidnon,124.83,7.67
Ushojo,72.75,35.15
Opao,145.75,-7.83
Khalaj Iran,50.0,35.0
Manehas,9.77,4.78
Yangman,132.58,-14.67
Anufo,0.25,10.08
Koho Chil,108.0,11.5
J13 Nkore Hima,30.5,-0.5
Aranda,136.0,-24.0
Libon,123.5,13.17
Klao,-8.75,4.75
Yupik Sirenik,-173.95,64.42
Waimaha,-70.25,0.33
Siene,16.67,-3.67
Busoa,122.63,-5.58
Bobot,130.17,-3.42
Ngelima,25.0,1.75
Oko Osanye Eni,6.12,7.24
Bakueri,9.25,4.25
Lokele Yepoloma,23.83,0.17
Ngile,29.75,10.87
Tetun,126.0,-9.0
Andoque,-72.0,-0.67
Papia Kristang,102.27,2.2
Southern Tepehuan,-104.0,23.0
Mboandem,8.67,5.42
Futuna,170.21,-19.52
L35 Sanga,26.75,-10.25
Konkomba,0.08,10.0
Kayapo,-52.0,-9.0
Lendu Njawdha,30.05,2.0
Emem,140.92,-3.67
Bugan 2,101.85,22.63
Ron,134.56,-2.39
Yagua 3,-72.0,-3.5
Nias Southern,97.75,1.0
Kwese,18.83,-5.0
Kweso,14.0,4.2
Ror,4.83,11.5
Alu Mono,155.75,-7.05
Mikarew Makarub,144.92,-4.42
Doromu Lofaika,148.0,-9.5
Urhobo,6.0,5.58
Beembe,14.08,-3.92
Tiwa Southern,-106.33,35.0
Dakaka Sesivi,168.02,-16.32
Nabi,142.33,-3.5
Koongo,15.0,-5.0
Naxi 2,100.0,27.5
Caac,164.58,-20.42
Pomo Eastern,-123.67,39.0
East Ambae Lolsiwoi,167.85,-15.31
Tarangan Barat Feruni,134.17,-6.5
Proto Ukaan,6.05,7.75
Ririo,156.9,-6.83
Dangal,146.33,-7.08
Ranquelche,-72.0,-38.0
Naga Sumi,94.5,26.0
Wyandot,-77.5,44.33
Capanahua,-74.0,-7.0
Beli,142.33,-3.67
Nahuatl Pajapan,-94.7,18.25
Lushootseed,-122.0,48.0
Kreye,-46.0,-5.25
Green Gelao,104.7,22.5
Rwanda,30.0,-2.0
Mafulu,147.33,-8.58
Ngongo 1,21.5,-2.83
Ngongo 2,21.5,-2.83
Djingili,134.0,-17.75
Vaeakau Taumako,166.22,-10.22
Mundabli,10.25,6.58
Kalmyk,44.27,46.32
Dhao,122.67,-10.83
Kharmang Balti,76.0,35.0
Olo Eretei,142.0,-3.42
Iyinno,6.05,7.75
Sumbawa,117.5,-8.58
Mupun,8.83,9.5
Warluwara,138.5,-22.0
Moseten,-67.83,-14.75
Rogo,6.12,12.35
Tera Pidlimdi,12.0,11.1
Mampruli,-0.67,10.33
Warekena,-67.5,1.5
Udehe,136.25,47.67
Masana Pogo,15.25,10.25
Nubian Of Dongola,30.75,18.25
Phunoi,102.08,21.67
Jicaque,-87.0,14.67
Old Irish,-8.0,53.0
Soteapan Zoque,-95.17,18.33
Chepang,84.75,27.67
Ushu Khowar,72.63,35.5
Panare,-66.0,6.5
Panara,-53.0,-11.3
Nla Mbo,9.9,5.27
Mota,167.66,-13.8
Tupinamba,-40.0,-8.0
Lauru Bajau,123.0,-4.33
Moli Talise,160.17,-9.75
Motu,147.0,-9.33
Buja Monogo Bumba,22.67,2.5
Mangap,148.08,-5.67
Ebughu,8.0,4.83
Ngukurr Bamyili Creole,135.0,-14.83
Tondi Songway Kiini,0.2,14.33
West Tarakiri,5.67,4.92
Aniwa,169.6,-19.26
Bulu,11.0,3.0
Nicaragua Creole English,-83.74,12.44
Dogon Dogul Dom,-3.6,14.5
Sanapana Angaite,-58.0,-23.2
Mandayan Islam Piso,125.17,6.83
Kaurna,138.3,-34.15
Poleo Talise,160.17,-9.75
Malagasy Bara Betroka,46.08,-23.28
Duduela,145.65,-5.41
Kirundi,30.0,-3.5
Natioro,-5.17,10.75
Tsonga,32.0,-24.0
Uripiv,167.43,-16.12
Maria Maranomu 1,148.23,-9.9
Mlabri,101.0,18.5
Slovio,48.13,17.1
Karaim,24.92,54.67
Classical Nahuatl,-99.12,19.42
Itawit,121.5,17.75
Zapotec Yatzachi,-96.21,17.21
Golin,144.75,-6.33
Kulisusu,123.0,-4.67
Arabic Libyan Spoken,22.0,32.0
Maykulan,141.46,-18.56
Yukpa 3,-72.75,10.17
Yukpa 2,-72.75,10.17
Binahari,148.83,-10.08
Kahua,162.25,-10.67
Southern Paiute,-113.33,37.83
Wamey,-13.25,12.5
Panim,145.76,-5.2
Kasua 2,143.0,-6.5
Kwaza,-60.67,-12.58
Alamblak,143.33,-4.67
Saurashtra,78.68,10.78
Nisi Tagin,93.3,27.3
Kelau,18.0,-3.0
Hadoti,75.64,25.44
Kraho,-48.0,-8.0
Rapa Nui,-109.0,-27.0
Ingush,45.08,43.17
Sambio,146.5,-7.08
Dongmen Mulam,108.0,25.0
Batak,119.08,10.25
Zaambo,12.2,9.5
Nea Nooli,165.87,-10.78
B77a Kukuya 1,14.5,-2.33
B77a Kukuya 2,14.5,-2.33
Yanz 2,18.0,-3.83
Croatian,15.98,45.82
Njigban,8.25,8.75
Ewe Adangbe,0.42,6.33
Tring Png,143.83,-3.83
Budukh,48.42,41.17
Proto Polynesian 2,-173.5,-17.5
Adhola,34.0,0.67
Pali,88.37,22.57
Bubwaf,146.33,-6.83
Bierebo Burupika,168.19,-16.63
Labi,15.25,7.92
Tiene,16.05,-2.83
Kendem,9.67,5.75
Rautnagar Santali,87.0,24.5
Malagasy Sakalava 1,44.32,-20.28
Malagasy Sakalava 2,44.55,-19.7
L32 Kanyok 1,23.58,-7.33
L32 Kanyok 2,23.58,-7.33
Mmani,-13.11,8.48
Ewondo,12.0,4.0
Zenag,146.5,-6.92
Evenki Poligus Literary,94.62,61.98
Azoyu Tlapanec,-99.0,17.08
Suabo,132.08,-2.08
Lani,138.17,-3.83
Lorediakarkar,167.15,-15.21
Vame,14.22,10.93
Menggong Wa,99.23,23.97
Makary Kotoko,14.5,12.5
Onondaga,-78.05,42.99
Soqotri,54.0,12.5
Inkhokwari,46.5,42.5
Finnish Romani,21.93,61.2
Tautu,167.37,-16.02
Dzing Kaantsa,19.5,-4.33
Asheninka Pichis,-74.33,-10.33
Oro Win,-64.08,-11.09
Bunabun,145.55,-4.63
Kunbo,5.67,4.92
Yaur,134.83,-3.17
Inga Medio Putumayo,-77.0,1.0
Nyangumarta,121.0,-20.0
Mwaghavul,8.83,9.5
Kalaqin,118.7,41.92
Kala Laggaw Ya,142.12,-10.12
Haigwai,150.26,-10.27
Central Bicolano,123.5,13.33
Kharmang Shina,74.0,36.0
Kayu Agung Pendatang Komering,105.0,-4.0
Cahuilla,-116.25,33.5
Xokleng,-50.0,-24.5
Jukun Takum,10.42,6.92
Biali,1.17,11.33
Wipi Wonie,143.08,-8.75
Totonac Upper Nexaca,-97.82,20.23
Nenets,72.0,69.0
War Jaintia,92.75,24.75
Gbaranmatu,5.67,4.92
Kinyarwanda,30.0,-2.0
Wembawemba,144.0,-35.33
Kam Zhanglu,108.5,26.0
Telugu,79.0,16.0
Longuda,11.83,9.75
Gwama,34.17,9.5
Manza,18.5,6.25
Biri,146.67,-20.15
Tibetan Lhasa,91.0,30.0
Bira,30.0,1.25
Molbog,117.33,8.0
Yangon Burmese,96.15,16.8
Pacoh,107.08,16.42
Lomongo,21.0,0.0
Nahuatl Tepotztlan,-99.08,18.58
Binumarien,146.08,-6.28
Dangme,-0.12,6.33
Car,93.0,9.0
Masiwang,130.5,-3.25
Lendu,30.5,2.0
Lower Pokomo,40.0,-1.25
Liuwa,22.62,-15.78
Lamba,28.0,-13.0
Micmac,-63.0,45.0
Michif,-100.17,52.0
Xinca,-89.78,14.2
Mesme,15.67,9.25
Ngbaka Bokanga,20.0,3.5
Yaruro,-68.0,7.0
Kulung,87.0,27.5
Lewo Mate,168.33,-16.73
Munggui,135.85,-1.67
Arta,121.67,16.33
Tasmate,166.64,-15.16
Ngofagita,127.5,0.0
Baiso,37.75,6.25
Baba,10.52,6.12
Nahuatl Las Balsas,-97.78,20.7
Sisaala Western,-2.67,10.83
Uradhi Atampaya,142.5,-12.0
L33 Luba Shaba,26.0,-8.0
Wipi Guiam,143.08,-8.75
Murle,33.5,6.5
Kalabari,6.53,4.46
Bengni,93.05,27.3
Pargam Nisar Khowar,72.52,36.28
Urdu,67.0,25.0
Fa Tieta,164.75,-20.92
Phom,94.83,26.28
Jamrud Afridi Pashto,71.13,34.03
C84 Lele Luhileel 2,20.67,-5.0
C84 Lele Luhileel 3,20.67,-5.0
Amo,8.67,10.33
C84 Lele Luhileel 4,20.67,-5.0
Kamara,-1.86,9.22
Samo Matya,-3.25,13.1
Naga Khoibu,93.94,24.81
Dogon Toro Tegu Piringua,-2.1,15.0
Kamaru,123.05,-5.15
Waiwai,-59.0,1.0
Folopa,144.5,-6.73
Skardu Balti,76.0,35.0
Dzuun,-5.0,11.0
Yugambal,152.98,-28.05
Konda Twelia,21.0,0.0
Margu,132.58,-11.08
Proto Southwestern Mande,-10.31,8.14
Haifeng She,114.43,22.59
Mohegan,-72.0,41.55
Kanamari,-68.5,-6.5
Margi,13.0,11.0
Babole Impfondo,17.25,1.08
Wancho,95.0,27.0
Dumagat Casiguran,122.0,16.33
Malagasy Southern Betsimisaraka Mahanoro,48.8,-19.88
Linngithigh,141.8,-12.8
Ko,15.5,8.0
Kokata,134.0,-30.0
Mbre,-5.3,7.96
Hausa,7.0,12.0
Maranunggu,130.0,-13.67
Yaka Yaf,17.5,-7.0
Ndeywan,8.25,8.75
Siri,9.72,10.8
Kimatengo,34.83,-11.0
Jafi,140.92,-3.42
Marind Bian,140.5,-7.17
Ocuilteco,-99.67,18.92
Tibetan Written,91.0,30.0
Nawdm,1.0,8.67
Malagasy Zafisoro,47.73,-22.34
Khinalug,48.08,41.17
Winnebago,-88.5,43.5
Blagar Limarahing,124.25,-8.33
Sabale,127.58,0.5
Eastern Farsi,66.0,35.0
West Greenlandic,-51.0,64.0
Tamuan,112.0,-2.0
Naga Chang,94.75,26.33
Karen Yintale,96.37,21.24
Agi Yolpa,142.42,-3.42
Zamba 2,18.17,1.0
Zamba 3,17.33,-1.33
Gamei,144.67,-4.08
Proto Malayo Polynesian 2,124.0,-9.0
Proto Malayo Polynesian 3,124.0,-9.0
Rennellese,160.25,-11.62
Eton Vanuatu,168.56,-17.78
Ainu Horobetsu,141.1,42.42
Bankon,9.58,4.42
Mbede,14.0,-0.5
Poo,141.92,-3.08
Pol,14.0,4.2
Pom,135.67,-1.63
Bhadrawahi,75.55,33.15
Miship,9.5,9.17
Bafaw,9.47,4.7
Cofan,-77.17,0.17
Karimojong,34.17,3.0
Lungga,156.5,-8.08
Canipaan Palawan,117.3,8.67
Klamath,-121.5,42.5
Matlatzinca San Francisco Oxtotilpan 2,-100.05,19.03
Satpara Shina,74.0,36.0
Igala,7.0,7.25
Nengone,168.0,-21.5
Shinwari Pashto,69.5,34.56
Baibai,141.33,-3.42
West Damar,128.6,-7.17
Senga Chipata,30.83,-14.5
Emerillon,-52.33,3.25
Idu Mishmi,95.83,29.33
Fongoro,22.58,11.25
Bengali,90.0,24.0
Cewa,34.0,-14.0
Bhoipuri,84.0,26.0
Uyghur,80.0,40.0
Gununa Kune 2,-67.0,-41.0
Tzotzil Huixtan,-92.5,16.35
Kanga,29.42,11.0
Arabishi,8.08,8.67
Lelak,114.25,3.87
Duguri,9.77,9.58
Middle Chinese,108.9,34.27
Simbari,145.58,-7.0
Mutu,148.0,-5.83
Sotho Northern,29.0,-24.0
Cajonos Zapotec,-96.23,17.15
Tee,7.42,4.75
Wayampi,-52.0,1.0
Bisaya Sabah,117.0,5.25
Siwa Berber,25.5,29.17
Manange,84.01,28.4
Shona Karanga,31.0,-18.0
Upper Pokomo,40.0,-1.25
Kaera 2,124.15,-8.4
Embera Tado,-76.66,5.25
North Efate Sesake,168.33,-17.09
Makwa Malema,38.67,-15.0
Inapari,-69.33,-12.5
Figuig,-1.5,32.5
Nahuatl Axochiapan,-98.77,18.5
Kuna Yala San Blas,-78.22,9.23
Kalkutung,139.5,-21.0
Mokengui Bomitaba,17.5,1.67
Aleut,-166.0,54.0
Haramosh Shina,74.0,36.0
Gogodala Gogodara,142.83,-8.08
Animere,0.42,7.6
Indus Kohistani,72.35,35.62
Glio Oubi,-7.5,5.83
Lachi,104.83,22.67
Sinsauru,145.58,-5.75
Bumo,5.67,4.92
Batu Anwe,11.0,6.83
Suki,141.75,-8.0
Chitimacha 2,-91.0,29.67
Tagabawa,125.08,7.0
Bari Columbia,-73.0,9.0
Wipi Yuta,143.08,-8.75
Buem Lelemi,0.5,7.33
W Oromo,37.0,9.0
Suku,17.75,-6.0
Ngelema 1,25.0,1.75
Ngelema 2,25.0,1.75
Swabian,9.28,48.97
Ngabere Move,-83.42,9.75
Dzing A,19.5,-4.33
Dida Lakota,-5.42,5.83
Dzing B,19.5,-4.33
Zhoucheng Bai 2,100.58,25.74
Wad Pagga Hindko,71.67,34.06
Warihio,-108.67,27.75
Proto Yucatecan Mayan,-89.05,20.05
Luvale,22.0,-12.0
Principense,7.37,1.62
Kuman,144.98,-5.92
Hukumina,126.1,-3.3
Eton,11.5,4.25
Thurawal,150.5,-34.5
Swahili Mvita,39.53,-3.93
Blagar Bakalang,124.25,-8.33
Jamaican Creole,-77.25,18.17
Hopi,-110.0,36.0
Urama,143.5,-8.0
Yey,140.92,-7.92
Soga 2,33.5,0.75
Okpamheri,5.95,7.5
Ixil Chajul,-91.0,15.5
Rukai,120.8,22.83
Motlav,167.69,-13.66
Vaghua,156.6,-6.75
Hausa 2,7.0,12.0
Lalo,100.25,25.0
Nisi,93.5,27.5
Chil,108.5,12.67
Jakaj,139.25,-6.58
Lala,146.75,-8.92
Gabrielino,-118.11,34.1
Waiwai 2,-59.0,1.0
Khezha,94.5,25.67
Nyakur,101.67,15.67
Umotina,-57.0,-15.0
Kmagha Maringe Cheke Holo,159.67,-8.33
Ambai,136.3,-1.5
Kutu,38.0,-7.25
Nimbia,8.08,8.67
Lingombe,23.0,3.0
Bondei,38.33,-5.0
Gende,145.17,-5.67
Seraiki,71.41,34.0
Beja 2,36.0,18.0
Daping Mien,112.17,24.64
Southwest Tanna Lapwangtoai,169.33,-19.48
Boma Nord Plateaux Congo,23.17,3.58
Bahnar 2,108.33,13.83
Ayere,6.0,7.5
Brok-skad,76.5,35.33
Frafra,-0.92,10.83
Baga Maduri,-14.55,10.83
Kabola Hamap,124.05,-8.17
Ulingan,145.4,-4.52
Ambele 2,9.67,5.92
Harari 2,42.17,9.25
Guyambal,151.0,-29.1
Quechua Huanca Shausha,-75.52,-11.77
Buasi,146.92,-6.92
Gizrra Waidoro,142.83,-9.08
Konerawsch,138.08,-8.33
Languedocien,3.33,45.7
Kete,22.83,-7.0
Gabu,19.83,4.92
